num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/replay_buffer_add_data_timer,timers/replay_buffer_sampling_timer,timers/learner_update_timer,timers/replay_buffer_update_prios_timer,timers/synch_weights,env_runners/env_reset_timer,env_runners/num_env_steps_sampled_lifetime,env_runners/num_episodes,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_episodes_lifetime,env_runners/rlmodule_inference_timer,env_runners/env_step_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/sample,env_runners/num_env_steps_sampled,env_runners/weights_seq_no,env_runners/time_between_sampling,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/episode_len_max,env_runners/episode_duration_sec_mean,env_runners/episode_len_mean,env_runners/num_env_steps_sampled_lifetime_throughput,replay_buffer/num_env_steps_stored,replay_buffer/num_episodes_stored,replay_buffer/num_env_steps_evicted_lifetime,replay_buffer/num_episodes_added_lifetime,replay_buffer/num_episodes_added,replay_buffer/num_env_steps_sampled,replay_buffer/num_episodes_evicted,replay_buffer/num_episodes_per_sample,replay_buffer/num_episodes_evicted_lifetime,replay_buffer/num_env_steps_added,replay_buffer/actual_n_step,replay_buffer/env_step_utilization,replay_buffer/num_env_steps_sampled_lifetime,replay_buffer/num_resamples,replay_buffer/num_env_steps_evicted,replay_buffer/num_env_steps_per_sample_lifetime,replay_buffer/num_env_steps_added_lifetime,replay_buffer/num_env_steps_per_sample,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled/default_policy,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/agent_episode_return_mean/default_agent,env_runners/module_episode_return_mean/default_policy,replay_buffer/num_agent_steps_sampled_lifetime/default_agent,replay_buffer/num_module_episodes/default_policy,replay_buffer/num_agent_episodes_added_lifetime/default_agent,replay_buffer/num_module_steps_sampled/default_policy,replay_buffer/num_module_steps_evicted_lifetime/default_policy,replay_buffer/num_agent_steps_per_sample/default_agent,replay_buffer/num_module_episodes_evicted/default_policy,replay_buffer/num_agent_steps_sampled/default_agent,replay_buffer/num_agent_steps_evicted_lifetime/default_agent,replay_buffer/agent_actual_n_step/default_agent,replay_buffer/num_module_steps_added_lifetime/default_policy,replay_buffer/num_agent_steps_added_lifetime/default_agent,replay_buffer/num_agent_steps_added/default_agent,replay_buffer/num_module_episodes_added/default_policy,replay_buffer/num_module_steps_per_sample/default_policy,replay_buffer/num_module_episodes_evicted_lifetime/default_policy,replay_buffer/num_agent_episodes_evicted_lifetime/default_agent,replay_buffer/module_actual_n_step/default_policy,replay_buffer/agent_step_utilization/default_agent,replay_buffer/num_agent_episodes/default_agent,replay_buffer/num_module_resamples/default_policy,replay_buffer/num_agent_steps_evicted/default_agent,replay_buffer/module_step_utilization/default_policy,replay_buffer/num_module_steps_per_sample_lifetime/default_policy,replay_buffer/num_agent_steps_per_sample_lifetime/default_agent,replay_buffer/num_agent_episodes_added/default_agent,replay_buffer/num_agent_resamples/default_agent,replay_buffer/num_module_episodes_per_sample/default_policy,replay_buffer/num_agent_steps_stored/default_agent,replay_buffer/num_module_steps_sampled_lifetime/default_policy,replay_buffer/num_agent_episodes_evicted/default_agent,replay_buffer/num_module_episodes_added_lifetime/default_policy,replay_buffer/num_agent_episodes_per_sample/default_agent,replay_buffer/num_module_steps_evicted/default_policy,replay_buffer/num_module_steps_added/default_policy,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/qf_min,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/num_module_steps_trained,learners/default_policy/total_loss,learners/default_policy/module_train_batch_size_mean,learners/default_policy/qf_loss,learners/default_policy/last_target_update_ts,learners/default_policy/qf_mean,learners/default_policy/weights_seq_no,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/num_trainable_parameters,learners/default_policy/qf_max,learners/default_policy/num_target_updates,learners/default_policy/td_error_mean,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_next_observations_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch
62,1006.0,False,1,92c64_00000,2026-03-22_17-54-06,1774216446,4.648871183395386,4.648871183395386,1020,David_Laptop,127.0.0.1,4.648871183395386,1,4.62741359975189,2.763361580061027e-05,0.15094459400937327,0.12039918499573787,0.011198883365475872,0.5302605000324547,0.454419800080359,0.06157399993389845,0.009023500140756369,0.003065825207158923,1006.0,7.0,1.898894760347559,7.0,0.06960620471005168,0.0014860667501642385,1.898894760347559,0.09259213759010466,1006.0,0.0,0.04695859743899141,-117.36922873556614,-95.95657541602851,40,-69.08566336333752,63,0.14991379994899035,50.0,312.48667946354414,507.48387096774195,17.419354838709676,0,22,22,2000,0,22,0,1006,1.0,0.4295,2000,0,0,859,1006,859,4,0,4,29.2,90.24285714285713,0.0030498978642051976,0.00293365609868808,1006.0,1006.0,1006.0,1006.0,-95.95657541602851,-95.95657541602851,2000,507.48387096774195,22,2000,0,859,0,2000,0,1.0,22,1006,1006,1006,859,0,0,1.0,0.4295,17.419354838709676,0,0,0.4295,859,859,22,0,22,507.48387096774195,2000,0,1006,22,0,22,2000,2000,2000,69125,2000,0,2000,2000,nan,nan,2000,-0.33421782,0.7633419,2000,0.5621927,2000,0.5621927,1006.0,0.038756013,1.0,0.001,69125,0.27314848,1,0.7137505,nan,0.13352630008012056,8.684672267433117e-05,0.0013311963352771513,7.922908425753573e-06,0.00016598602215655195,1.1833914680569953e-05,0.0009683598391805399,0.00036908128753070725,0.0005061165684347817,0.0003667703138290275,9.219333069555375e-05,6.17954147081681e-06,0.030864999629557133,4.900014027953148e-05,0.004753900226205587,0.07340769981965423,1.109996810555458e-05,0.010592999868094921,0.012139299884438515
61,2015.0,False,2,92c64_00000,2026-03-22_17-55-03,1774216503,56.76927089691162,61.41814208030701,1020,David_Laptop,127.0.0.1,61.41814208030701,2,5.148631231756881,6.778869043127478e-05,0.5089617916802662,0.08261733859002394,0.011978265195798438,0.5436629689714059,0.362681860388481,0.05105619495866916,0.008106655490204145,0.003065825207158923,2015.0,10.0,2.9322941254238124,17.0,0.03839090770801623,0.000998491544159838,2.9322941254238124,0.054249590985495526,1009.0,61.0,0.4499867532515956,-125.27965471148491,-94.69067392563996,39,-67.36686628311872,86,0.11065482939867412,56.411764705882355,30.525223123023018,1198.4,24.44,0,33,11,122000,0,1732,0,1009,1.0,0.34863894064491907,124000,0,0,45859,2015,45000,4,0,4,24.33164556962025,92.35696202531646,0.002058827223027075,0.0018169949639232897,1009.0,2015.0,1009.0,2015.0,-94.69067392563996,-94.69067392563996,124000,1198.4,33,122000,0,45000,0,122000,0,1.0,33,2015,1009,1009,45000,0,0,1.0,0.34863894064491907,24.44,0,0,0.34863894064491907,45859,45859,11,0,1732,1198.4,124000,0,2015,1732,0,11,124000,122000,2000.0,69125,2000.0,0,122000,124000,2144.8773423178036,2144.7483080390693,124000,-1.490554,0.11423877,122000,0.45811042,2000.0,0.45811042,2015.0,-0.72456676,62.0,0.001,69125,-0.057540625,3,15.856624,2144.8218532282262,0.13989600198244695,7.4511893081293e-05,0.0008124124603225789,6.1995614549468685e-06,0.00017223669249829675,1.7191791307782536e-05,0.0006107656348480125,0.00029911390957519077,0.000312711162678245,0.00021086101456646873,5.195176210762488e-05,6.724708604519871e-06,0.0352372622638682,7.134167962281475e-05,0.0028437745044643014,0.07947895515443928,1.191892066176445e-05,0.009936823050223222,0.01113440847598858
61,3024.0,False,3,92c64_00000,2026-03-22_17-56-01,1774216561,58.13069200515747,119.54883408546448,1020,David_Laptop,127.0.0.1,119.54883408546448,3,5.678160383436922,8.973527676699166e-05,0.7108039232991686,0.06265422887201148,0.012513580121282463,0.5571426392242063,0.3126278944655751,0.04619487914666378,0.0075026363036584665,0.003065825207158923,3024.0,11.0,3.4755917216515746,28.0,0.021874779705543253,0.0007025972342017774,3.4755917216515746,0.033269344719221536,1009.0,122.0,0.6777208407569866,-125.27965471148491,-90.18894908837974,39,-68.5887164324522,155,0.08923058999702334,78.52,17.95026674126127,2208.39,36.13,0,44,11,122000,0,2436,0,1009,1.0,0.376577804665657,246000,0,0,100788,3024,54929,4,0,4,21.22716049382716,91.72469135802469,0.0015317358906304433,0.0012257048320189875,1009.0,3024.0,1009.0,3024.0,-90.18894908837974,-90.18894908837974,246000,2208.39,44,122000,0,54929,0,122000,0,1.0,44,3024,1009,1009,54929,0,0,1.0,0.376577804665657,36.13,0,0,0.376577804665657,100788,100788,11,0,2436,2208.39,246000,0,3024,2436,0,11,246000,122000,2000.0,69125,2000.0,0,122000,246000,2141.4055729189463,2141.256206904579,246000,-2.3931167,0.016732145,122000,0.41667485,2000.0,0.41667485,3024.0,-1.4058837,123.0,0.001,69125,-0.35081062,5,16.806,2141.372865903908,0.14211468782738987,7.361782537163047e-05,0.0005494639255138658,7.360033443484726e-06,0.00016526605061865617,1.371983410852196e-05,0.0004178007344132081,0.0002656361442092785,0.00021962037475877782,0.00013641775461091638,3.061469888409545e-05,5.84492450663215e-06,0.03567926024787876,7.353600686707048e-05,0.0017975911553162894,0.08334156909782015,1.3087371133000038e-05,0.009474046641605194,0.010838043829764834
62,4040.0,False,4,92c64_00000,2026-03-22_17-57-11,1774216631,69.75525522232056,189.30408930778503,1020,David_Laptop,127.0.0.1,189.30408930778503,4,6.318582393601853,6.772482855948207e-05,0.9128859229735882,0.05102299349182422,0.014557292971555402,0.6228153728485872,0.3115698101642497,0.04762527307378932,0.007790309593677818,0.003065825207158923,4040.0,12.0,3.744778055837995,40.0,0.013174553193526579,0.0005514598280889572,3.744778055837995,0.022019099339898186,1016.0,184.0,0.8843613746376393,-136.34962232410908,-85.17896556459367,39,-67.88636103272438,155,0.03608093000017107,89.3,14.511214747425916,3230.79,46.99,0,55,11,124000,0,3100,0,1016,1.0,0.4154604768124074,370000,0,0,162456,4040,61668,4,0,4,20.376288659793815,91.85051546391755,0.001272428082061589,0.0008825602310798633,1016.0,4040.0,1016.0,4040.0,-85.17896556459367,-85.17896556459367,370000,3230.79,55,124000,0,61668,0,124000,0,1.0,55,4040,1016,1016,61668,0,0,1.0,0.4154604768124074,46.99,0,0,0.4154604768124074,162456,162456,11,0,3100,3230.79,370000,0,4040,3100,0,11,370000,124000,2000.0,69125,2000.0,0,124000,370000,1738.1160554758733,1737.9329424638997,370000,-3.5531971,0.039331175,124000,0.2964428,2000.0,0.2964428,4040.0,-2.1474535,185.0,0.001,69125,-0.43859425,7,15.677311,1737.9008107780921,0.15955753064864409,8.015640859936637e-05,0.00038949450406252804,6.507857731211598e-06,0.00017230736478890255,1.2921309409252841e-05,0.000330776360596894,0.00023568522617695842,0.0001533093943290759,8.749708612885418e-05,2.3677848506455213e-05,5.1665706066262946e-06,0.039810260272797125,7.617294836916197e-05,0.0012622206681082299,0.09520631709139908,1.4445909760755567e-05,0.010377739672282746,0.012031896223881516
61,5058.0,False,5,92c64_00000,2026-03-22_17-58-35,1774216715,84.71342706680298,274.017516374588,1020,David_Laptop,127.0.0.1,274.017516374588,5,7.10240326166743,6.04416721624714e-05,1.1282487314190062,0.048497781435878,0.016991799925172905,0.7320646514176101,0.3338031634543827,0.051359289807401017,0.008863366220258916,0.003065825207158923,5058.0,18.0,3.9131334979348003,58.0,0.008785105172812913,0.0004978652902706133,3.9131334979348003,0.01649561564659914,1018.0,245.0,1.1117122247243112,-180.8258629143238,-94.62834078744054,39,-67.86653995513916,163,0.01700925690121949,79.2,12.86198962692565,4234.44,60.11,0,74,19,122000,0,3983,0,1018,1.0,0.4430129196556421,492000,0,0,226678,5058,64222,4,0,4,19.35384615384616,93.09829059829059,0.00116125098991806,0.0007643533291579504,1018.0,5058.0,1018.0,5058.0,-94.62834078744054,-94.62834078744054,492000,4234.44,74,122000,0,64222,0,122000,0,1.0,74,5058,1018,1018,64222,0,0,1.0,0.4430129196556421,60.11,0,0,0.4430129196556421,226678,226678,19,0,3983,4234.44,492000,0,5058,3983,0,19,492000,122000,2000.0,69125,2000.0,0,122000,492000,1533.087682172299,1533.0547397790776,492000,-4.879818,0.0246469,122000,0.39465234,2000.0,0.39465234,5058.0,-2.690925,246.0,0.001,69125,-0.83833086,9,21.069696,1533.1227396162355,0.18090348789073274,7.872498625454154e-05,0.0003209023782310001,6.00723418070814e-06,0.000187826647761652,1.2443960008922686e-05,0.0002779562037443246,0.0002294942766567196,0.00014100115675572136,6.526195641913987e-05,1.5696240217974635e-05,5.578109696237216e-06,0.04642581745700171,7.988070787372952e-05,0.0010470317265445508,0.10754117197617835,1.685607295406923e-05,0.011637819557803877,0.013392701998784172
61,6067.0,False,6,92c64_00000,2026-03-22_17-59-40,1774216780,64.11037230491638,338.1278886795044,1020,David_Laptop,127.0.0.1,338.1278886795044,6,7.672292669053816,5.3227856304647955e-05,1.0946565935169452,0.04253305948379388,0.016171753523376853,0.6964338333325542,0.30824878582877285,0.04665800898483253,0.007788516982149897,0.003065825207158923,6067.0,11.0,3.9958640079756584,69.0,0.0066066821426403214,0.0004844891827402953,3.9958640079756584,0.013426844592361617,1009.0,306.0,1.084349606960627,-180.8258629143238,-91.98834733337164,39,-67.88636103272438,163,0.02059358501341194,71.61,15.61543406814098,5246.28,75.14,0,85,11,122000,0,4849,0,1009,1.0,0.4640312212680269,614000,0,0,293785,6067,67107,4,0,4,22.948314606741572,93.53595505617979,0.0010693997952418476,0.0006861734431735577,1009.0,6067.0,1009.0,6067.0,-91.98834733337164,-91.98834733337164,614000,5246.28,85,122000,0,67107,0,122000,0,1.0,85,6067,1009,1009,67107,0,0,1.0,0.4640312212680269,75.14,0,0,0.4640312212680269,293785,293785,11,0,4849,5246.28,614000,0,6067,4849,0,11,614000,122000,2000.0,69125,2000.0,0,122000,614000,1883.5543476219993,1883.4687120646572,614000,-7.5697527,0.033706345,122000,0.32820138,2000.0,0.32820138,6067.0,-3.9466064,307.0,0.001,69125,-0.9476997,11,19.614178,1883.5656917724764,0.17168462454615302,6.974505927335027e-05,0.0002881633522630535,5.207394020976192e-06,0.00018502858768607166,1.2931679899444244e-05,0.000245917230952262,0.0002360268573235726,0.0001221926430687426,5.5303717173830714e-05,1.1286719208208122e-05,4.901187244230666e-06,0.043594983376799054,8.758442848986099e-05,0.000826570887830581,0.10306514428052257,1.7469987267895442e-05,0.011024521325313846,0.012386539092876457
60,7069.0,False,7,92c64_00000,2026-03-22_18-00-46,1774216846,65.66034460067749,403.7882332801819,1020,David_Laptop,127.0.0.1,403.7882332801819,7,8.251900616362091,5.3345959417139334e-05,1.0958502437878779,0.03944408242799911,0.015883503502803674,0.687691841566973,0.2999523109597152,0.04593707093907321,0.007777527868330326,0.003065825207158923,7069.0,18.0,4.045244003725493,87.0,0.0053446654000251425,0.0004757122056812036,4.045244003725493,0.011865132996074196,1002.0,366.0,1.0890119873661583,-173.57721313089132,-95.80246363513172,34,-68.18555742129683,129,0.020506290099583567,65.65,15.207982055428333,6241.36,88.48,0,103,18,120000,0,5608,0,1002,1.0,0.4820480073295079,734000,0,0,364641,7069,70856,4,0,4,22.32087912087912,93.25714285714285,0.001040610697357937,0.0006609205291838696,1002.0,7069.0,1002.0,7069.0,-95.80246363513172,-95.80246363513172,734000,6241.36,103,120000,0,70856,0,120000,0,1.0,103,7069,1002,1002,70856,0,0,1.0,0.4820480073295079,88.48,0,0,0.4820480073295079,364641,364641,18,0,5608,6241.36,734000,0,7069,5608,0,18,734000,120000,2000.0,69125,2000.0,0,120000,734000,1826.5694604347639,1826.6554522557046,734000,-11.650583,0.06175969,120000,0.33357006,2000.0,0.33357006,6576.0,-5.1778154,367.0,0.001,69125,-1.4524114,12,19.986118,1826.5977844509005,0.1695933793280758,8.350636243804409e-05,0.00025185952436468926,1.059682392380188e-05,0.00017763260952476714,1.5320789594364145e-05,0.0002463642882562508,0.00024201871761764254,0.00012553859333840555,5.316582237158191e-05,1.2731937483483701e-05,1.2917267460411627e-05,0.044177212292136635,0.00010852454339408605,0.0007542844858032428,0.10059124000550905,1.6320290798343623e-05,0.01094846766631426,0.012350241039557295
60,8077.0,False,8,92c64_00000,2026-03-22_18-01-42,1774216902,56.611753940582275,460.39998722076416,1020,David_Laptop,127.0.0.1,460.39998722076416,8,8.73531675220147,6.131608296248493e-05,1.0159763510631767,0.03798808844599699,0.014576948320419622,0.63231594605846,0.27287941932620474,0.04229660369284865,0.007347814886321141,0.003065825207158923,8077.0,16.0,4.085586171984056,103.0,0.00438505707541433,0.00043983996550557786,4.085586171984056,0.010308255511981085,1008.0,426.0,1.0113835464772387,-196.62084618210793,-103.80423534080386,34,-70.63588452339172,201,0.02603708698414266,70.92,21.961120498915577,7243.31,104.77,0,119,16,120000,0,6613,0,1008,1.0,0.49944839538012487,854000,0,0,437700,8077,73059,4,0,4,27.234615384615388,91.7602564102564,0.000980733907831248,0.0005884583808422715,1008.0,8077.0,1008.0,8077.0,-103.80423534080386,-103.80423534080386,854000,7243.31,119,120000,0,73059,0,120000,0,1.0,119,8077,1008,1008,73059,0,0,1.0,0.49944839538012487,104.77,0,0,0.49944839538012487,437700,437700,16,0,6613,7243.31,854000,0,8077,6613,0,16,854000,120000,2000.0,69125,2000.0,0,120000,854000,2608.2028736949924,2608.279334244557,854000,-16.188877,0.036396846,120000,0.25346324,2000.0,0.25346324,7589.0,-6.588885,427.0,0.001,69125,-1.6044825,14,18.706686,2608.209132479814,0.1550710846037438,8.818686493105402e-05,0.00021840649844309166,7.5457673507564345e-06,0.0001624087273720466,1.3825012445772217e-05,0.00024224700229092045,0.00021730652748772522,0.00010622245104298196,4.679981373643622e-05,9.563053874117339e-06,8.643183838364445e-06,0.0408705739974316,8.77797340423922e-05,0.0006472042364554957,0.09125872357587521,1.491418794474943e-05,0.01011696206328891,0.01149453393735223
60,9081.0,False,9,92c64_00000,2026-03-22_18-02-26,1774216946,43.65861654281616,504.0586037635803,1020,David_Laptop,127.0.0.1,504.0586037635803,9,9.084418677677677,4.614595359455093e-05,0.892989475771137,0.03322800902831812,0.013037956092247614,0.5502127274914257,0.24108283355554974,0.03694769585326944,0.0065085276733470735,0.003065825207158923,9081.0,16.0,4.0972886098732335,119.0,0.0034151886424396895,0.00037509596526071217,4.0972886098732335,0.008364120909244608,1004.0,486.0,0.8896210396214376,-119.69344960153103,-94.0750379543379,28,-68.58561763167381,123,0.020339325061067937,60.27,21.78091894235892,8251.26,121.57,0,135,16,120000,0,7633,0,1004,1.0,0.5149265152679411,974000,0,0,512878,9081,75178,4,0,4,28.25573770491803,91.56229508196724,0.0008270473239332497,0.0004913716160818507,1004.0,9081.0,1004.0,9081.0,-94.0750379543379,-94.0750379543379,974000,8251.26,135,120000,0,75178,0,120000,0,1.0,135,9081,1004,1004,75178,0,0,1.0,0.5149265152679411,121.57,0,0,0.5149265152679411,512878,512878,16,0,7633,8251.26,974000,0,9081,7633,0,16,974000,120000,2000.0,69125,2000.0,0,120000,974000,2664.9536121603364,2664.8762736698664,974000,-19.83343,0.054765813,120000,0.27160043,2000.0,0.27160043,8596.0,-7.822336,487.0,0.001,69125,-1.2650084,16,20.069328,2664.899654502733,0.1385445370106115,6.634289235736969e-05,0.00018903180441481,5.593063696455779e-06,0.00015484002333253632,1.1470823717366957e-05,0.00018515778218891797,0.00019272859615345058,9.608576263752774e-05,3.835727966579795e-05,7.420434967015808e-06,6.14141532413344e-06,0.03565066420990953,7.134609073892037e-05,0.000603776770494464,0.08298902031515405,1.3438811627609051e-05,0.008764800743749152,0.009962736356804542
61,10089.0,False,10,92c64_00000,2026-03-22_18-03-15,1774216995,49.053990840911865,553.1125946044922,1020,David_Laptop,127.0.0.1,553.1125946044922,10,9.483936503901896,3.7827362347756857e-05,0.8456115943085383,0.03243928188932475,0.012307083058765775,0.5211509651837772,0.2255176764083355,0.03477835192808199,0.00621336974408282,0.003065825207158923,10089.0,12.0,4.0915117784349775,131.0,0.00276912339994009,0.00031463678221466514,4.0915117784349775,0.006836991085348696,1008.0,547.0,0.8391810178393111,-121.59087792038918,-94.68883996732534,28,-67.56740806251764,124,0.013597270068712532,65.57,23.310516509077434,9268.02,136.04,0,147,12,122000,0,8486,0,1008,1.0,0.5292706306406071,1096000,0,0,593329,10089,80451,4,0,4,29.488235294117647,89.58676470588236,0.0007000608083489299,0.00039393363969525115,1008.0,10089.0,1008.0,10089.0,-94.68883996732534,-94.68883996732534,1096000,9268.02,147,122000,0,80451,0,122000,0,1.0,147,10089,1008,1008,80451,0,0,1.0,0.5292706306406071,136.04,0,0,0.5292706306406071,593329,593329,12,0,8486,9268.02,1096000,0,10089,8486,0,12,1096000,122000,2000.0,69125,2000.0,0,122000,1096000,2764.096403179691,2764.131765309528,1096000,-23.762629,0.012468621,122000,0.0063879597,2000.0,0.0063879597,9602.0,-9.106482,548.0,0.001,69125,-2.0957994,18,13.357974,2764.073395317649,0.12962725436261874,5.47389197687016e-05,0.0001599368232982313,4.53643973418734e-06,0.0001305446187659984,1.0661508141438085e-05,0.0001609505488357855,0.00015720960609517544,7.452881191264164e-05,3.097844089231436e-05,6.164947397318046e-06,4.752709995460718e-06,0.03335293224036196,6.467490197048369e-05,0.0005520435968222741,0.0774713552661474,1.2968242103561515e-05,0.008371413756530468,0.00934486276073695
