num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_mean,env_runners/env_to_module_sum_episodes_length_out,env_runners/rlmodule_inference_timer,env_runners/env_step_timer,env_runners/num_episodes,env_runners/episode_len_min,env_runners/sample,env_runners/num_env_steps_sampled_lifetime,env_runners/num_env_steps_sampled,env_runners/episode_len_max,env_runners/episode_return_max,env_runners/num_episodes_lifetime,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/env_reset_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/weights_seq_no,env_runners/episode_duration_sec_mean,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_episode_return_mean/default_policy,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/agent_episode_return_mean/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled/default_policy,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/entropy,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/vf_loss_unclipped,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/vf_loss,learners/default_policy/num_trainable_parameters,learners/default_policy/curr_entropy_coeff,learners/default_policy/weights_seq_no,learners/default_policy/mean_kl_loss,learners/default_policy/vf_explained_var,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/module_train_batch_size_mean,learners/default_policy/total_loss,learners/default_policy/num_module_steps_trained,learners/default_policy/curr_kl_coeff,learners/default_policy/policy_loss,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,4001.0,False,1,35d0f_00000,2026-02-27_09-40-29,1772203229,5.123388290405273,5.123388290405273,18072,David_Laptop,127.0.0.1,5.123388290405273,1,5.111865000100806,2.41999514400959e-05,5.111394800012931,1.3233195000793785,3.782148600090295,0.00514849997125566,74.82,94.45392279072445,0.00016573351979509167,8.555277008248665e-05,51.0,31,1.2805466499412432,4001.0,4001.0,177,-68.14639855921268,51.0,-137.5450063943863,-88.73029479451478,0.00032049999572336674,94.45392279072445,0.0,0.09339941198006273,nan,2,0,2,25.225,93.15,0.0001518416871375229,-88.73029479451478,0.0005654315961452253,-88.73029479451478,4001.0,4001.0,4001.0,4001.0,4001,40576,0,4056,1285752,40576,136965,1285752,nan,nan,1.3587726,0.0001,3133.2466,40576,9.76673,136965,0.01,1.0,0.008215919,-0.041902423,1.0,128.0,4.8890557,40576,0.20000000298023224,0.017635291,nan,0.3090327000245452,1.1020660806441514e-05,2.223470652867725e-06,2.311972043581699e-06,4.810919053486922e-05,2.681897270788814e-05,1.8227440092799908e-06,2.9973387959146016e-05,4.74288135881717e-05,0.00027902531434701144,4.6620757945290146e-05,7.29931204579851e-05,4.0800077840685844e-05,0.08793469984084368,0.0005715999286621809,0.1787441000342369,0.0005916999652981758,1.0600080713629723e-05,0.008479000069200993,0.03177519980818033
1,8002.0,False,2,35d0f_00000,2026-02-27_09-40-35,1772203235,5.394909858703613,10.518298149108887,18072,David_Laptop,127.0.0.1,10.518298149108887,2,5.114468464099336,2.415195107460022e-05,5.113997645012569,1.3223377820802853,3.785747032088693,0.0051348299719393255,91.0,91.67142664190797,0.00015799647029224025,8.045662729620943e-05,45.0,44,1.2796768224413972,8002.0,4001.0,201,-67.52955730259418,96.0,-170.47840834408998,-86.74047836139798,0.00032049999572336674,91.67142664190797,1.0,0.10536141000688076,790.5877807685954,2,0,2,31.362499999999997,93.3625,0.00014396881504329838,-86.74047836139798,0.0005271410304200097,-86.74047836139798,8002.0,4001.0,8002.0,4001.0,4001.0,40576,0,4055.94,1283850,81152,136965,2569602,nan,nan,1.3461748,0.0001,2695.2756,81152,9.933123,136965,0.01,2.0,0.005862566,-0.034083724,1.0,128.0,5.0996003,40576,0.20000000298023224,0.14532828,nan,0.30799774202285335,1.0247847243061573e-05,1.651681497762078e-06,2.1512738608499752e-06,4.387189511577506e-05,2.668391114561151e-05,2.060863641464468e-06,2.731945653919111e-05,4.698300138133778e-05,0.0002528670712988358,4.5537117077338304e-05,6.904265537907572e-05,4.124107770621776e-05,0.0879925468424335,0.0005694139283150435,0.17768342203460635,0.0005909299664199353,1.0640078689903021e-05,0.008460852068383247,0.03176896881079301
1,12002.0,False,3,35d0f_00000,2026-02-27_09-40-40,1772203240,5.070225715637207,15.588523864746094,18072,David_Laptop,127.0.0.1,15.588523864746094,3,5.113934692457016,2.4063431564718484e-05,5.113464752561064,1.3213698582577054,3.786190011767321,0.0051218356708996006,94.24,101.82319652600981,0.00016248003884235433,8.144102249455493e-05,42.0,52,1.27887151521669,12002.0,4000.0,190,-68.06541831046343,138.0,-128.13093303889036,-83.50302940800786,0.00032049999572336674,101.82319652600981,2.0,0.10888987998943776,787.9844202359038,2,0,2,28.485714285714284,93.55714285714285,0.0001413252639756871,-83.50302940800786,0.0005574185073075465,-83.50302940800786,12002.0,4000.0,12002.0,4000.0,4000.99,40576,0,4055.8406,1282582,121728,136965,3852184,251271.4846564273,7949.2735414198705,1.3528433,0.0001,1904.6318,121728,9.977156,136965,0.01,3.0,0.005358335,-0.011117697,1.0,128.0,5.044885,40576,0.20000000298023224,0.0687649,7949.119055781016,0.30713744760204575,1.0084191172237986e-05,1.7261486875539847e-06,2.4831604204742667e-06,4.258442410052305e-05,2.544741146434477e-05,1.8627830277439138e-06,2.8914983606344365e-05,4.750953754399585e-05,0.00027290791490969094,4.886570044012345e-05,7.226159605134837e-05,4.1341665014624595e-05,0.08797488537621684,0.0005675297901034356,0.1769281968155876,0.0005899036655202508,1.0632677492685616e-05,0.00844096654576715,0.031710062122275125
1,16003.0,False,4,35d0f_00000,2026-02-27_09-40-45,1772203245,5.387909889221191,20.976433753967285,18072,David_Laptop,127.0.0.1,20.976433753967285,4,5.116577422531059,2.3989797356538472e-05,5.1161075870374955,1.3211462126755227,3.789062590648577,0.005114400313463994,100.1,125.59813065793435,0.00018723338027018993,9.246588193229563e-05,39.0,52,1.278814613564227,16003.0,4001.0,227,-66.53525855392218,177.0,-126.00988852977753,-82.65657389253379,0.00032049999572336674,125.59813065793435,3.0,0.12127476600464433,787.3300226607529,2,0,2,21.642857142857142,93.11428571428571,0.00017352465460505748,-82.65657389253379,0.0006593919262662504,-82.65657389253379,16003.0,4001.0,16003.0,4001.0,4000.9901,40448,0,4055.722194,1277904,162176,136965,5130088,250528.0199271649,7925.941080847717,1.338876,0.0001,1809.2585,162176,9.8671255,136965,0.01,4.0,0.003674588,-0.011021256,1.0,128.0,5.0352945,40448,0.10000000149011612,0.11438498,7925.752859228944,0.30738407112644595,1.1853412495024798e-05,1.905718359203077e-06,2.553408575039454e-06,5.697268118292811e-05,2.8493253916842725e-05,2.5606418905300535e-06,3.404679807399432e-05,5.2966059347394004e-05,0.000338022379230892,5.634933385430539e-05,8.328907379709954e-05,4.129924769699573e-05,0.0879882085240907,0.0005652274911105633,0.1772104008478504,0.0005884136286769062,1.063635155535303e-05,0.008418832879535154,0.03169325750125735
1,20005.0,False,5,35d0f_00000,2026-02-27_09-40-50,1772203250,5.089482069015503,26.065915822982788,18072,David_Laptop,127.0.0.1,26.065915822982788,5,5.116180153305327,2.3922899536127222e-05,5.11571082616739,1.3207586635483601,3.789067288741783,0.005101187309280551,101.96,109.64955038157143,0.0001652176016874053,8.759871204250497e-05,38.0,52,1.278557724429104,20005.0,4002.0,205,-66.53525855392218,215.0,-112.94407485425472,-80.86344372637569,0.00032049999572336674,109.64955038157143,4.0,0.12843719401862472,785.0720433141182,2,0,2,23.912499999999998,93.51249999999999,0.00017179158663477772,-80.86344372637569,0.0005705290703451962,-80.86344372637569,20005.0,4002.0,20005.0,4002.0,4001.000199,40448,0,4055.60497206,1277904,202624,136965,6407992,250505.82669780875,7925.423697302891,1.3324933,0.0001,1289.6146,202624,9.926608,136965,0.01,5.0,0.0063312165,0.0010095239,1.0,128.0,5.000357,40448,0.10000000149011612,0.049744572,7925.295772358977,0.3063769614164319,1.228402305221369e-05,1.837307986931246e-06,2.3602209049323934e-06,4.751749606794764e-05,3.3116336052688877e-05,2.4672202721043304e-06,2.9248849852425705e-05,4.681700360717746e-05,0.0002746008178114561,5.041694604872578e-05,7.829901392331602e-05,4.12242554654181e-05,0.08801284144030698,0.0005623282173715531,0.17620405884018225,0.0005870424929939024,1.061698986641364e-05,0.008400130551124938,0.031697085927447986
1,24006.0,False,6,35d0f_00000,2026-02-27_09-40-55,1772203255,4.567847013473511,30.6337628364563,18072,David_Laptop,127.0.0.1,30.6337628364563,6,5.110471919770757,2.408267008648915e-05,5.109998020904664,1.319424729913097,3.7847018548530653,0.005089191435251595,94.4,88.53602082373169,0.00015046332576348887,7.840937730330832e-05,43.0,56,1.2773740456850429,24006.0,4001.0,182,-66.6986766308546,258.0,-123.7339624427259,-77.19235476307571,0.00032049999572336674,88.53602082373169,5.0,0.10810873398557305,785.2055652899272,2,0,2,23.8,93.75,0.00014316891506089218,-77.19235476307571,0.0005330963797731236,-77.19235476307571,24006.0,4001.0,24006.0,4001.0,4001.00019701,40576,0,4055.5289223393997,1283216,243200,136965,7691208,251804.55226307933,7966.274945439765,1.3259543,0.0001,1536.5037,243200,9.889127,136965,0.01,6.0,0.006460216,-0.046382427,1.0,128.0,4.99132,40576,0.10000000149011612,0.059370097,7966.1540572069825,0.3052735718027955,1.0169031451331511e-05,1.7600002701183667e-06,2.2010519848149815e-06,4.268183262776452e-05,2.496358116678167e-05,1.854363609178237e-06,2.9057161600472675e-05,4.49714350528564e-05,0.00025577890390073477,4.491281772793214e-05,7.235662773041192e-05,4.1163012090991435e-05,0.08799405902577807,0.0005594659341025426,0.17517447425043955,0.000586056068000246,1.059882063782492e-05,0.00838148524500894,0.03167098206759478
1,28006.0,False,7,35d0f_00000,2026-02-27_09-41-00,1772203260,4.686779737472534,35.32054257392883,18072,David_Laptop,127.0.0.1,35.32054257392883,7,5.106171228572801,2.4067842778193324e-05,5.105694952694734,1.3175937356160212,3.7822523103042993,0.005067232521184257,103.04,107.13920520367145,0.00015623491669777823,8.151683454951417e-05,38.0,53,1.2757209992284664,28006.0,4000.0,249,-67.15457288175821,296.0,-122.66572408378124,-80.13663092195988,0.00032049999572336674,107.13920520367145,6.0,0.1117350099934265,789.9646995863955,2,0,2,22.38571428571429,93.61428571428571,0.00014338983356238267,-80.13663092195988,0.0005331962599714915,-80.13663092195988,28006.0,4000.0,28006.0,4000.0,4000.9901950399003,40448,0,4055.3936331160057,1277272,283648,136965,8968480,252714.6249753601,7995.519802605452,1.3163105,0.0001,1524.2698,283648,9.779248,136965,0.01,7.0,0.00709729,0.00043922663,1.0,128.0,4.9903307,40448,0.10000000149011612,0.11315991,7995.347830388283,0.3052227490846658,1.0758510837831989e-05,1.6846579988469587e-06,2.2108364952969075e-06,4.2749221441235235e-05,2.569199528303594e-05,1.75379301434277e-06,2.8391712231402578e-05,4.4953173962923976e-05,0.00026095230491549244,4.5460656770479685e-05,7.044718945763368e-05,4.109238340247054e-05,0.08801279643560535,0.0005575192745995118,0.17520371250799757,0.0005848275076659803,1.0578833086293102e-05,0.008358897394274301,0.031603933246898655
1,32007.0,False,8,35d0f_00000,2026-02-27_09-41-05,1772203265,5.073203086853027,40.39374566078186,18072,David_Laptop,127.0.0.1,40.39374566078186,8,5.105746787288543,2.402516585808108e-05,5.105270994166934,1.3161088562608765,3.78331413420095,0.0050643331953596485,102.54,140.9727313403863,0.00016051371128200244,7.936862570897361e-05,39.0,35,1.274371143236439,32007.0,4001.0,199,-68.79898208379745,335.0,-122.66572408378124,-80.76600200653075,0.00032049999572336674,140.9727313403863,7.0,0.11331365801859647,792.6162845131064,2,0,2,23.942857142857147,93.51428571428572,0.00014074127337307193,-80.76600200653075,0.000529303411792988,-80.76600200653075,32007.0,4001.0,32007.0,4001.0,4000.9902930895014,40448,0,4055.279696784846,1277904,324096,136965,10246384,252619.67444372317,7992.648559901025,1.3351955,0.0001,1424.7014,324096,9.747452,136965,0.01,8.0,0.0049441303,0.019408822,1.0,128.0,4.7429967,40448,0.05000000074505806,-0.117871426,7992.537561534037,0.3040671035928454,9.911089443175652e-06,1.6927139544500798e-06,2.2900634033624626e-06,4.189998112032173e-05,2.540242127438892e-05,1.7669576509556383e-06,2.8713674683054712e-05,4.5288556579955366e-05,0.0002504233119813761,4.665485272459226e-05,7.282999881948104e-05,4.103845879436031e-05,0.08797936547250162,0.0005546230801338332,0.17418207238336078,0.0005834042325230103,1.0585045608253429e-05,0.008339015419976194,0.03153358391327617
1,36009.0,False,9,35d0f_00000,2026-02-27_09-41-10,1772203270,5.170650959014893,45.56439661979675,18072,David_Laptop,127.0.0.1,45.56439661979675,9,5.106336812416731,2.3911916330694145e-05,5.105859524226455,1.3154108456988505,3.7846078178586344,0.005054168863132526,99.98,113.56360119300763,0.00016820431941167254,8.835291574278039e-05,38.0,35,1.2737830263038563,36009.0,4002.0,299,-68.72551527619362,373.0,-142.018777705729,-81.1597875135392,0.00032049999572336674,113.56360119300763,8.0,0.1156436299951747,791.6659812141583,2,0,2,21.55,93.45,0.00015814794311897926,-81.1597875135392,0.0005935300497554299,-81.1597875135392,36009.0,4002.0,36009.0,4002.0,4001.0003901586065,40448,0,4055.1668998169976,1277904,364544,136965,11524288,252281.99947308877,7982.122739938598,1.2972808,0.0001,1820.1407,364544,9.71061,136965,0.01,9.0,0.010413507,-0.053073287,1.0,128.0,5.017746,40448,0.05000000074505806,0.17489323,7982.015068048353,0.3030577335561411,1.1014072300228716e-05,1.7877062522060347e-06,2.5190254731331793e-06,4.8352259390707224e-05,2.7864494954190707e-05,1.964844573538342e-06,3.138795519318643e-05,4.8295377019531166e-05,0.0002986353132696873,4.89962670540024e-05,7.801101225386435e-05,4.202707205340753e-05,0.0879896948167481,0.0005523248484529985,0.17319206565890435,0.0005843281904337848,1.1012195718236206e-05,0.008318885265509852,0.0315243220741071
1,40010.0,False,10,35d0f_00000,2026-02-27_09-41-15,1772203275,4.924666404724121,50.489063024520874,18072,David_Laptop,127.0.0.1,50.489063024520874,10,5.104413271291143,2.3811797061648565e-05,5.103936379982046,1.3144738642404465,3.78351248967924,0.00515970117316105,102.62,114.19741963427016,0.00016553184309740896,8.758836303261852e-05,41.0,60,1.2729264170404573,40010.0,4001.0,261,-67.42868898063898,414.0,-131.39993286132812,-77.33075720854103,0.00032049999572336674,114.19741963427016,9.0,0.11902494201436639,790.8113653577568,2,0,2,21.814285714285717,93.62857142857142,0.00015821887079801755,-77.33075720854103,0.0005925021609446436,-77.33075720854103,40010.0,4001.0,40010.0,4001.0,4001.0003862570206,40576,0,4055.0752308188275,1282582,405120,136965,12806870,252675.0176548095,7994.5125770097675,1.3288006,0.0001,1402.8055,405120,9.884844,136965,0.01,10.0,0.0072281472,-0.045757055,1.0,128.0,5.017974,40576,0.05000000074505806,0.08847805,7994.409070154305,0.3033477802223695,1.1329701836196982e-05,1.7867141762088402e-06,2.2918616740195585e-06,5.054637215946559e-05,2.7043057611831794e-05,1.9000758280301423e-06,3.1354919420041334e-05,4.76279385694073e-05,0.0002985873683836785,4.8145519243634154e-05,7.690445105894579e-05,4.192380258251463e-05,0.08799249486921455,0.000550233600490039,0.1734810280037024,0.0005837189088024958,1.0992074446358248e-05,0.008312507414490841,0.03153665985294904
