num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/replay_buffer_add_data_timer,timers/replay_buffer_sampling_timer,timers/learner_update_timer,timers/replay_buffer_update_prios_timer,timers/synch_weights,env_runners/num_episodes_lifetime,env_runners/env_reset_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_env_steps_sampled,env_runners/sample,env_runners/num_episodes,env_runners/env_to_module_sum_episodes_length_out,env_runners/weights_seq_no,env_runners/rlmodule_inference_timer,env_runners/env_step_timer,env_runners/num_env_steps_sampled_lifetime,env_runners/time_between_sampling,env_runners/episode_len_max,env_runners/episode_return_mean,env_runners/episode_return_min,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/episode_len_mean,env_runners/episode_duration_sec_mean,env_runners/num_env_steps_sampled_lifetime_throughput,replay_buffer/num_episodes_stored,replay_buffer/num_env_steps_evicted,replay_buffer/num_env_steps_per_sample,replay_buffer/num_env_steps_evicted_lifetime,replay_buffer/env_step_utilization,replay_buffer/num_env_steps_sampled_lifetime,replay_buffer/num_episodes_added_lifetime,replay_buffer/num_episodes_evicted_lifetime,replay_buffer/num_resamples,replay_buffer/num_env_steps_stored,replay_buffer/num_env_steps_added,replay_buffer/num_env_steps_sampled,replay_buffer/num_episodes_evicted,replay_buffer/actual_n_step,replay_buffer/num_env_steps_per_sample_lifetime,replay_buffer/num_episodes_per_sample,replay_buffer/num_env_steps_added_lifetime,replay_buffer/num_episodes_added,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_agent_steps_sampled/default_agent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled/default_policy,env_runners/module_episode_return_mean/default_policy,env_runners/agent_episode_return_mean/default_agent,replay_buffer/num_module_steps_sampled/default_policy,replay_buffer/module_actual_n_step/default_policy,replay_buffer/num_agent_episodes_evicted/default_agent,replay_buffer/num_agent_resamples/default_agent,replay_buffer/num_module_episodes_added_lifetime/default_policy,replay_buffer/module_step_utilization/default_policy,replay_buffer/num_agent_steps_evicted_lifetime/default_agent,replay_buffer/num_agent_steps_sampled_lifetime/default_agent,replay_buffer/num_module_episodes_per_sample/default_policy,replay_buffer/num_agent_steps_sampled/default_agent,replay_buffer/num_agent_steps_stored/default_agent,replay_buffer/num_module_steps_per_sample/default_policy,replay_buffer/num_agent_steps_added/default_agent,replay_buffer/agent_actual_n_step/default_agent,replay_buffer/num_agent_steps_per_sample/default_agent,replay_buffer/num_module_episodes_evicted_lifetime/default_policy,replay_buffer/num_module_steps_evicted/default_policy,replay_buffer/num_module_episodes_added/default_policy,replay_buffer/num_agent_steps_per_sample_lifetime/default_agent,replay_buffer/num_agent_steps_evicted/default_agent,replay_buffer/num_module_steps_added_lifetime/default_policy,replay_buffer/num_agent_episodes_added/default_agent,replay_buffer/num_agent_episodes_evicted_lifetime/default_agent,replay_buffer/num_agent_steps_added_lifetime/default_agent,replay_buffer/num_module_steps_added/default_policy,replay_buffer/num_module_episodes/default_policy,replay_buffer/num_agent_episodes_added_lifetime/default_agent,replay_buffer/num_module_steps_sampled_lifetime/default_policy,replay_buffer/agent_step_utilization/default_agent,replay_buffer/num_module_episodes_evicted/default_policy,replay_buffer/num_module_resamples/default_policy,replay_buffer/num_module_steps_evicted_lifetime/default_policy,replay_buffer/num_agent_episodes/default_agent,replay_buffer/num_module_steps_per_sample_lifetime/default_policy,replay_buffer/num_agent_episodes_per_sample/default_agent,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/qf_max,learners/default_policy/weights_seq_no,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/last_target_update_ts,learners/default_policy/td_error_mean,learners/default_policy/qf_min,learners/default_policy/qf_loss,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/module_train_batch_size_mean,learners/default_policy/num_target_updates,learners/default_policy/total_loss,learners/default_policy/qf_mean,learners/default_policy/num_trainable_parameters,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/num_module_steps_trained,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_next_observations_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor
62,1009.0,False,1,c365a_00000,2026-02-27_17-58-16,1772233096,2.250460147857666,2.250460147857666,9888,David_Laptop,127.0.0.1,2.250460147857666,1,2.237348600057885,2.208523874545005e-05,0.04164892214993669,0.025451739202057923,0.006935948048732002,0.3154879999347031,0.16298799985088408,0.02757529984228313,0.00522229983471334,7.0,0.0004887249669991434,1.909993408275312,1009.0,0.014398735323631354,7.0,1.909993408275312,0.0,0.00957517919863421,0.0002961509764729958,1009.0,0.022211770729083737,62,-82.25587911052364,-121.82797241210938,39,-70.21338605880737,54.0,0.02080661424302629,637.8372148887252,16.93548387096774,0,873,0,0.4365,2000,23,0,0,506.53225806451616,1009,2000,0,1.0,873,22,1009,23,4,0,4,19.625,92.94999999999999,1009.0,0.0008098956690588609,0.00043175663203690756,1009.0,1009.0,1009.0,-82.25587911052364,-82.25587911052364,2000,1.0,0,0,1009,0.4365,0,2000,22,2000,506.53225806451616,873,1009,1.0,873,0,0,1009,873,0,23,23,0,1009,23,506.53225806451616,23,2000,0.4365,0,0,0,16.93548387096774,873,22,2000,2000,2000,0,2000,2000,69125,2000,nan,nan,0.504238,1.0,0.001,1009.0,0.71053255,-0.08308342,0.4624551,1.3454353,2000,1,0.4624551,0.22017151,69125,2000,2000,nan,0.07296969997696579,0.0001980939605950721,7.928932986669107e-06,4.7050575020145714e-05,3.4712871449291194e-06,9.041364900296467e-05,0.0002538715758593524,0.00011110112195348921,2.3784237732592595e-05,3.2654270326293848e-06,1.728417743142509e-05,5.4041819052435324e-05,0.022036599926650524,1.0899966582655907e-05,0.007120899856090546,3.369990736246109e-05,0.0054803998209536076,0.03697000001557171,0.0004938999190926552
61,2020.0,False,2,c365a_00000,2026-02-27_17-58-54,1772233134,37.42193794250488,39.67239809036255,9888,David_Laptop,127.0.0.1,39.67239809036255,2,2.589089090055786,2.27252277453258e-05,0.3019398232180265,0.024096602276781558,0.007466200671205138,0.33859204870935056,0.16593549135996447,0.02755904720099973,0.005144840878165253,21.0,0.0004887249669991434,2.9483230443164046,1011.0,0.00946444129689157,14.0,2.9483230443164046,61.0,0.00565360490318989,0.0002481724084038038,2020.0,0.29080525327195106,120,-90.90075379184314,-154.66158297657967,39,-70.21338605880737,69.71428571428571,0.017770823845196338,54.93521857829966,23.89,0,46031,0,0.3697350719687559,124000,36,0,0,1194.77,1011,122000,0,1.0,46904,1707,2020,13,4,0,4,24.141176470588235,94.00980392156863,1011.0,0.0006311727702438292,0.00032706668944436053,2020.0,2020.0,1011.0,-90.90075379184314,-90.90075379184314,122000,1.0,0,0,2020,0.3697350719687559,0,124000,1707,122000,1194.77,46031,1011,1.0,46031,0,0,1011,46904,0,36,13,0,2020,13,1194.77,36,124000,0.3697350719687559,0,0,0,23.89,46904,1707,124000,122000,122000,0,2000.0,2000.0,69125,124000,3372.730987150405,3372.5725339151804,-0.8935583,62.0,0.001,2020.0,15.073522,-1.698029,0.27329805,0.033081558,2000.0,3,0.27329805,-1.3873985,69125,124000,122000,3372.400904706796,0.08598023063432593,0.0001492726257092218,7.426807520814348e-06,4.073121020726521e-05,3.189515527233266e-06,8.992730051161438e-05,0.00017654297380741255,9.38423684616556e-05,2.1464452114634118e-05,2.9964594697086335e-06,1.1177037450857958e-05,4.7898735803198015e-05,0.024294072931577922,1.072147624188436e-05,0.0071638715999793184,4.0388031317813326e-05,0.005690569725182071,0.04775394052627761,0.0004482429222828761
60,3022.0,False,3,c365a_00000,2026-02-27_17-59-31,1772233171,36.87633395195007,76.54873204231262,9888,David_Laptop,127.0.0.1,76.54873204231262,3,2.9318430101540405,2.2965316782794113e-05,0.443900229991274,0.023181164782317482,0.0077902937591060786,0.3524203157586421,0.16891193503023566,0.027529763792286246,0.004922940517125475,34.0,0.0004887249669991434,3.494343470250887,1002.0,0.006862940469327451,13.0,3.494343470250887,121.0,0.0036066554749548813,0.00022911582346652864,3022.0,0.4360866569241646,150,-92.71335227325558,-158.27300173044205,33,-70.97134900093079,73.33,0.01300347100943327,28.072488923137826,38.36,0,52031,0,0.38386685887386784,244000,50,0,0,2195.08,1002,120000,0,1.0,98935,2647,3022,14,4,0,4,23.19411764705882,94.10980392156861,1002.0,0.0005390431781664793,0.0002821962441808862,3022.0,3022.0,1002.0,-92.71335227325558,-92.71335227325558,120000,1.0,0,0,3022,0.38386685887386784,0,244000,2647,120000,2195.08,52031,1002,1.0,52031,0,0,1002,98935,0,50,14,0,3022,14,2195.08,50,244000,0.38386685887386784,0,0,0,38.36,98935,2647,244000,120000,120000,0,2000.0,2000.0,69125,244000,3253.2766038175996,3253.434211270143,-1.5119144,122.0,0.001,2530.0,18.06386,-2.8000782,0.3109907,0.012031317,2000.0,4,0.3109907,-2.1922612,69125,244000,120000,3253.5340042636844,0.09287406811448559,0.00012490545154405467,7.233802269085205e-06,3.955384130889403e-05,3.177101428433017e-06,8.867946151151189e-05,0.0001361751475762993,9.257134663568571e-05,2.0626792967048214e-05,2.9569185868369485e-06,7.878645218776055e-06,4.4925199987780304e-05,0.024363122748402258,1.1146981485254789e-05,0.007156992747376259,3.988807520318016e-05,0.005926873829200014,0.05451464290935468,0.0004149556173606643
60,4034.0,False,4,c365a_00000,2026-02-27_18-00-29,1772233229,57.73148202896118,134.2802140712738,9888,David_Laptop,127.0.0.1,134.2802140712738,4,3.479679592051921,3.056312846120192e-05,0.7031925091288183,0.027683092423479935,0.010539454297133984,0.4764058029448331,0.214535318968137,0.03615419058650201,0.00574729323578878,54.0,0.0004887249669991434,3.796192943576843,1012.0,0.006453094218299947,20.0,3.796192943576843,181.0,0.002904397969103298,0.00026586522390344754,4034.0,0.6891136027710213,150,-95.2806728720665,-158.27300173044205,31,-70.97134900093079,61.37,0.008574282976333052,16.574269640863392,54.37,0,60008,0,0.41224573378762835,364000,70,0,0,3201.33,1012,120000,0,1.0,158943,3548,4034,20,4,0,4,20.308641975308642,93.83827160493829,1012.0,0.0006179077638782627,0.00031226424296789654,4034.0,4034.0,1012.0,-95.2806728720665,-95.2806728720665,120000,1.0,0,0,4034,0.41224573378762835,0,364000,3548,120000,3201.33,60008,1012,1.0,60008,0,0,1012,158943,0,70,20,0,4034,20,3201.33,70,364000,0.41224573378762835,0,0,0,54.37,158943,3548,364000,120000,120000,0,2000.0,2000.0,69125,364000,1923.1129281233932,1923.0576180576395,-2.2178712,182.0,0.001,3544.0,21.821022,-3.5702531,0.2007759,0.028840061,2000.0,6,0.2007759,-2.8447495,69125,364000,120000,1923.0332036163536,0.12142848442306402,0.00015097615063647995,1.0461993686224111e-05,4.501082881985172e-05,3.5017042417538406e-06,0.00010864916303119444,0.00013882430774701625,0.0001062863989696083,2.53768026454339e-05,3.277909663118984e-06,7.1868791183291405e-06,5.831850511776037e-05,0.031255413372645514,1.1830704877884287e-05,0.00925299196430498,4.941741147662478e-05,0.008021835073821261,0.07186165450868283,0.000489385320866229
60,5040.0,False,5,c365a_00000,2026-02-27_18-01-37,1772233297,67.98118185997009,202.2613959312439,9888,David_Laptop,127.0.0.1,202.2613959312439,5,4.1245807021314755,3.3647937487197964e-05,0.8760667578592237,0.02979375281995344,0.01267971257494188,0.5625349660200836,0.25007590575815686,0.041085083488398684,0.006709172596030752,72.0,0.0004887249669991434,3.9465906181430324,1006.0,0.006616608974860222,18.0,3.9465906181430324,241.0,0.0025831474781995915,0.0003034352858847788,5040.0,0.8721756384252284,109,-83.40269409626723,-124.23120498657227,30,85.59530138969421,53.16,0.012380474950186909,20.966263122182887,71.61,0,60187,0,0.4384101507974823,484000,88,0,0,4207.19,1006,120000,0,1.0,219130,4644,5040,18,4,0,4,19.191578947368416,93.97789473684209,1006.0,0.0007142955251081971,0.00036145406081697265,5040.0,5040.0,1006.0,-83.40269409626723,-83.40269409626723,120000,1.0,0,0,5040,0.4384101507974823,0,484000,4644,120000,4207.19,60187,1006,1.0,60187,0,0,1006,219130,0,88,18,0,5040,18,4207.19,88,484000,0.4384101507974823,0,0,0,71.61,219130,4644,484000,120000,120000,0,2000.0,2000.0,69125,484000,2478.8465636233213,2478.7761336271833,-3.4742103,242.0,0.001,4567.0,26.185358,-4.592614,0.23821416,0.008140391,2000.0,8,0.23821416,-3.9596548,69125,484000,120000,2478.778493649988,0.1438508733711053,0.00016509081433536643,1.0271017367729302e-05,5.640751528160722e-05,3.786545372016668e-06,0.0001285350355459443,0.00015602592681299968,0.0001255642212589066,3.115351860032277e-05,3.6858511025121246e-06,7.890348304936948e-06,6.95722708876956e-05,0.036636928023855195,1.2958470496667544e-05,0.010623977534293734,5.7520644162564596e-05,0.009299815658500942,0.08616696190138523,0.0005313546515845112
60,6040.0,False,6,c365a_00000,2026-02-27_18-02-14,1772233334,36.89796781539917,239.15936374664307,9888,David_Laptop,127.0.0.1,239.15936374664307,6,4.452200715111972,2.8724110870886187e-05,0.7586081165622864,0.026622604626933406,0.010596373930789672,0.4778286935459744,0.21220407439754263,0.035050508165699025,0.005785324234425467,88.0,0.0004887249669991434,4.018688143149244,1000.0,0.005283215626519046,16.0,4.018688143149244,301.0,0.001981261262146238,0.00025728242427747346,6040.0,0.7553007905832567,126,-90.91683437883854,-124.23120498657227,30,85.06172676384449,54.99,0.010095543970819562,26.913510485985675,88.8,0,62282,0,0.4552012502932555,604000,104,0,0,5210.73,1000,120000,0,1.0,281412,5680,6040,16,4,0,4,23.326,94.04,1000.0,0.0005803556942927018,0.0002944670756645101,6040.0,6040.0,1000.0,-90.91683437883854,-90.91683437883854,120000,1.0,0,0,6040,0.4552012502932555,0,604000,5680,120000,5210.73,62282,1000,1.0,62282,0,0,1000,281412,0,104,16,0,6040,16,5210.73,104,604000,0.4552012502932555,0,0,0,88.8,281412,5680,604000,120000,120000,0,2000.0,2000.0,69125,604000,3184.2832553810076,3183.361642472879,-4.4097214,302.0,0.001,5572.0,26.427444,-6.283448,0.23907481,0.03432037,2000.0,10,0.23907481,-5.3827405,69125,604000,120000,3183.2897803261667,0.1228268247151507,0.00013389489267026948,8.974031955601885e-06,4.63485702793698e-05,3.302223159635876e-06,0.00010891330568586901,0.00012388412956917648,0.00010267169234223069,2.5593054377826552e-05,3.2729197281723513e-06,6.110471046096686e-06,5.6408581015848056e-05,0.03125448806576242,1.1879254187433554e-05,0.008960325996956033,5.06786441589482e-05,0.007932600021828462,0.07374682039635677,0.0004578430892498618
59,7043.0,False,7,c365a_00000,2026-02-27_18-02-50,1772233370,36.39151167869568,275.55087542533875,9888,David_Laptop,127.0.0.1,275.55087542533875,7,4.771464841961254,2.5911465323583295e-05,0.6960120921309892,0.023997771823963107,0.00940867093186254,0.4345458688810821,0.19103749507196,0.03175658683580726,0.005276442313667643,109.0,0.0004887249669991434,4.076758515164909,1003.0,0.0045928450327543365,21.0,4.076758515164909,360.0,0.0016694668348676781,0.00022574443809849926,7043.0,0.6919953132997718,180,-111.19589698016644,-130.9336715042591,28,-72.07119712233543,52.55,0.008160390947014094,27.124514740061926,108.75,0,65471,0,0.46875070053963874,722000,125,0,0,6206.56,1003,118000,0,1.0,346883,6870,7043,21,4,0,4,24.926,92.35600000000001,1003.0,0.0005014389632638989,0.00025899482655251086,7043.0,7043.0,1003.0,-111.19589698016644,-111.19589698016644,118000,1.0,0,0,7043,0.46875070053963874,0,722000,6870,118000,6206.56,65471,1003,1.0,65471,0,0,1003,346883,0,125,21,0,7043,21,6206.56,125,722000,0.46875070053963874,0,0,0,108.75,346883,6870,722000,118000,118000,0,2000.0,2000.0,69125,722000,3206.6658475739364,3206.300576193548,-5.106543,361.0,0.001,6587.0,28.011711,-7.9713736,0.25157356,0.055519667,2000.0,12,0.25157356,-6.698529,69125,722000,118000,3206.253573896042,0.11128574973177778,0.00011428217725555184,7.930819607031326e-06,4.001784189738823e-05,3.038084713529154e-06,9.703887092412226e-05,0.00010754817821264226,8.953969226054607e-05,2.2800904192861584e-05,3.086088392362261e-06,5.194938085615203e-06,5.086947903101838e-05,0.02840130068022142,1.0444766322786281e-05,0.00813750265886177,4.931474184846129e-05,0.007120325681117294,0.0667903603259589,0.0004195571397784491
60,8059.0,False,8,c365a_00000,2026-02-27_18-03-29,1772233409,38.72648620605469,314.27736163139343,9888,David_Laptop,127.0.0.1,314.27736163139343,8,5.110919087541993,2.372030657802723e-05,0.6705722980500315,0.023411424462546397,0.008853214215478064,0.4150435445101054,0.18244284042830533,0.030523542833930228,0.004919746025202911,129.0,0.0004887249669991434,4.109470237163313,1016.0,0.004239494030744834,20.0,4.109470237163313,420.0,0.0015140306335288385,0.00021574354032023241,8059.0,0.6669635059374034,98,-109.81564776718616,-144.47527495026588,28,-69.04818767309189,54.41,0.008355957972817123,27.769066258046067,128.74,0,72127,0,0.4836887782456688,842000,145,0,0,7221.21,1016,120000,0,1.0,419010,8066,8059,20,4,0,4,19.107407407407408,85.91111111111114,1016.0,0.0004713710807714883,0.00024366086711892086,8059.0,8059.0,1016.0,-109.81564776718616,-109.81564776718616,120000,1.0,0,0,8059,0.4836887782456688,0,842000,8066,120000,7221.21,72127,1016,1.0,72127,0,0,1016,419010,0,145,20,0,8059,20,7221.21,145,842000,0.4836887782456688,0,0,0,128.74,419010,8066,842000,120000,120000,0,2000.0,2000.0,69125,842000,3236.1322900031455,3236.3336449730923,-5.301933,421.0,0.001,7594.0,27.379961,-9.839149,0.24969113,0.1533304,2000.0,14,0.24969113,-8.137,69125,842000,120000,3236.2057077117615,0.10575172465354526,0.00010778446140491545,7.549501191329168e-06,3.67808878128607e-05,2.9846530354604585e-06,9.177739202960013e-05,0.0001027838912013033,8.420363666158168e-05,2.139957530359723e-05,3.1083358114366196e-06,4.684961506201052e-06,4.5927971900378397e-05,0.02710088612118853,1.0018333303707445e-05,0.00781009056763917,4.394455477749489e-05,0.006839896597179207,0.06322762238910641,0.0004001633509190902
60,9063.0,False,9,c365a_00000,2026-02-27_18-04-24,1772233464,55.362951040267944,369.6403126716614,9888,David_Laptop,127.0.0.1,369.6403126716614,9,5.61324490666624,2.5569084150025386e-05,0.7663964410262706,0.023900989598138012,0.010299444284339635,0.4772435722333349,0.20434984135353554,0.034163052495444816,0.005280937177559488,145.0,0.0004887249669991434,4.108840242465114,1004.0,0.004719088133247104,16.0,4.108840242465114,480.0,0.0016818543987842554,0.0002389593227928049,9063.0,0.7645954233929875,98,-103.35482424020768,-144.47527495026588,36,-69.04818767309189,57.7,0.009685533989686518,24.310522987182065,146.8,0,79397,0,0.5013374660452964,962000,161,0,0,8232.11,1004,120000,0,1.0,498407,9181,9063,16,4,0,4,18.597435897435897,87.35384615384616,1004.0,0.0005471277087857763,0.0002785842963861401,9063.0,9063.0,1004.0,-103.35482424020768,-103.35482424020768,120000,1.0,0,0,9063,0.5013374660452964,0,962000,9181,120000,8232.11,79397,1004,1.0,79397,0,0,1004,498407,0,161,16,0,9063,16,8232.11,161,962000,0.5013374660452964,0,0,0,146.8,498407,9181,962000,120000,120000,0,2000.0,2000.0,69125,962000,2946.254431856571,2946.300994292862,-5.526004,481.0,0.001,8598.0,18.18493,-12.303155,0.1646996,0.11808683,2000.0,16,0.1646996,-9.537501,69125,962000,120000,2946.3092689684663,0.1182616616154423,0.00012034308519725504,1.1676434042295896e-05,4.572856337764369e-05,3.778931239739667e-06,0.00011150516655252759,0.00011498204686404848,9.582120252812397e-05,2.379410163075174e-05,3.3560022528921525e-06,4.918558475498105e-06,5.0079232936500966e-05,0.03170680550877505,1.4924368273165837e-05,0.009050007345490024,4.8619849561754635e-05,0.007904697405326273,0.06869599581325238,0.00043748564257034013
60,10075.0,False,10,c365a_00000,2026-02-27_18-05-03,1772233503,38.821305990219116,408.4616186618805,9888,David_Laptop,127.0.0.1,408.4616186618805,10,5.945214057600677,2.4259743920635227e-05,0.7104172929952306,0.02251597591635402,0.009275685427986369,0.44168782820664454,0.18693067262082375,0.0317537179156622,0.006797754354167575,165.0,0.0004887249669991434,4.118574481138567,1012.0,0.004313859592570124,20.0,4.118574481138567,540.0,0.0015379351194408962,0.00021886879375227505,10075.0,0.7077231157886006,111,-110.01508936330676,-138.32022088766098,28,-72.93453630805016,55.21,0.009870783062651753,27.228666090277343,165.03,0,82532,0,0.5209994801031865,1082000,181,0,0,9240.8,1012,120000,0,1.0,580939,10275,10075,20,4,0,4,20.996296296296297,88.29999999999997,1012.0,0.0004940855071390482,0.0002519475667360094,10075.0,10075.0,1012.0,-110.01508936330676,-110.01508936330676,120000,1.0,0,0,10075,0.5209994801031865,0,1082000,10275,120000,9240.8,82532,1012,1.0,82532,0,0,1012,580939,0,181,20,0,10075,20,9240.8,181,1082000,0.5209994801031865,0,0,0,165.03,580939,10275,1082000,120000,120000,0,2000.0,2000.0,69125,1082000,3195.586966153506,3195.533705100358,-7.0732226,541.0,0.001,9616.0,19.185911,-14.285483,0.17449573,0.16329207,2000.0,18,0.17449573,-11.8207245,69125,1082000,120000,3195.5579328345166,0.10812633905405132,0.00010821810099375658,9.370505747604891e-06,4.0464621790192486e-05,3.705729226957016e-06,0.00010093410257487814,0.00010416735494027329,9.022158785552999e-05,2.2344344239718733e-05,3.03915815269375e-06,4.682077625945924e-06,4.576063492280077e-05,0.02920095773751467,1.2198492596643464e-05,0.008256301840776989,4.521794586427595e-05,0.0073602609664494304,0.0624454473468993,0.0004532432236742882
